event_id	quote_id	created_at	event_type	job_type_id	selected_options_json	selected_addons_json	total_hours	labor_cost	overhead_cost	material_allowance	travel_fee	final_price	address_provided	pricing_version	status	customer_name	phone	email	address	notes	
EVT-APR26-074	QS-APR26-074	2026-03-24T10:00:00.000Z	locked	breaker_replace	"{""answers"":{""PROPERTY_TYPE"":""residential"",""HOME_AGE"":""2000plus"",""PANEL_SPACE"":""limited""},""qty"":1,""classification"":""standard""}"	[]					0	450	444 Roundbunch Rd, Bridge City, TX 77611	v2	Scheduled	Savannah Pontiff	4096580797		444 Roundbunch Rd, Bridge City, TX 77611	April 2026 test — Breaker Replacement	
EVT-APR26-075	QS-APR26-075	2026-03-24T10:00:00.000Z	locked	surge_protection	"{""answers"":{""PROPERTY_TYPE"":""residential"",""HOME_AGE"":""2000plus"",""PANEL_SPACE"":""yes""},""qty"":1,""classification"":""standard""}"	[]					0	650	1100 N Main St, Vidor, TX 77662	v2	Scheduled	Isaac Lafleur	4096580797		1100 N Main St, Vidor, TX 77662	April 2026 test — Surge Protection	
EVT-APR26-076	QS-APR26-076	2026-03-25T10:00:00.000Z	locked	smoke_detectors	"{""answers"":{""PROPERTY_TYPE"":""residential"",""HOME_AGE"":""2000plus""},""qty"":1,""classification"":""standard""}"	[]					0	550	317 Meadowbrook Dr, Orange, TX 77630	v2	Scheduled	Chloe Sagrera	4096580797		317 Meadowbrook Dr, Orange, TX 77630	April 2026 test — Smoke Detectors	
EVT-APR26-077	QS-APR26-077	2026-03-25T10:00:00.000Z	locked	bathroom_fan	"{""answers"":{""PROPERTY_TYPE"":""residential"",""HOME_AGE"":""1980_2000"",""ATTIC_ACCESS"":""yes""},""qty"":1,""classification"":""standard""}"	[]					0	750	2608 32nd St, Port Arthur, TX 77640	v2	Scheduled	Liam Arceneaux	4096580797		2608 32nd St, Port Arthur, TX 77640	April 2026 test — Bathroom Fan	
EVT-APR26-078	QS-APR26-078	2026-03-25T10:00:00.000Z	locked	outdoor_lighting	"{""answers"":{""PROPERTY_TYPE"":""commercial"",""HOME_AGE"":""2000plus""},""qty"":1,""classification"":""standard""}"	[]					0	1200	505 Oriole Ave, Port Neches, TX 77651	v2	Scheduled	Emma Blanchard	4096580797		505 Oriole Ave, Port Neches, TX 77651	April 2026 test — Outdoor Lighting	
EV-E68FA855	QT-BCA2B82453CF	2026-04-07T15:47:31.578Z	start		[]	[]							false	1	started	Caleb Richard	4096580797		525 N 11th St, Beaumont, TX 77702	April 2026 test — Ceiling Fan	
EV-9EE9C64A	QT-BCA2B82453CF	2026-04-07T15:47:31.868Z	priced	A002	"{""answers"":{""DIST_PANEL"":""DIST_PANEL_same_room"",""CEILING_HT"":""CEILING_HT_9–12_ft"",""ATTIC_ACCESS"":""full"",""WALL_TYPE"":""drywall"",""HOME_OCC"":""HOME_OCC_yes""},""qty"":1,""classification"":""UNCLASSIFIED""}"	[]	1.43	130.36	26.07	0	0	260	false	v2	priced	Shelby Meaux	4096580797		2104 FM 105, Vidor, TX 77662	April 2026 test — EV Charger	
EV-2EB0676F	QT-E7F742D4DE8D	2026-04-07T16:24:35.634Z	start		[]	[]							false	1	started	Ethan Begnaud	4096580797		817 Turtle Creek Dr, Beaumont, TX 77706	April 2026 test — Generator	
EV-A9150CAA	QT-E7F742D4DE8D	2026-04-07T16:24:35.938Z	priced	A012	"{""answers"":{""PROPERTY_TYPE"":""single_family"",""HOME_AGE"":""1980_1999"",""WALL_TYPE"":""drywall"",""OUTLET_LOCATION_TYPE"":""kitchen"",""EXISTING_POWER_PRESENT"":""yes"",""FIXTURE_SUPPLIED_BY"":""electrician"",""GFCI_EXISTING"":""add_new""},""qty"":1,""classification"":""READY_WITH_REVIEW_FLAG""}"	[]	1.22	110.99	22.2	0	0	225	false	v2	priced_review_required	Hannah Comeaux	4096580797		3316 Bigner Rd, Beaumont, TX 77706	April 2026 test — Lighting	
EV-0DD16B49	QT-E7F742D4DE8D	2026-04-07T16:27:28.977Z	locked	A012	"{""answers"":{""PROPERTY_TYPE"":""single_family"",""HOME_AGE"":""1980_1999"",""WALL_TYPE"":""drywall"",""OUTLET_LOCATION_TYPE"":""kitchen"",""EXISTING_POWER_PRESENT"":""yes"",""FIXTURE_SUPPLIED_BY"":""electrician"",""GFCI_EXISTING"":""add_new""},""qty"":1,""classification"":""READY_WITH_REVIEW_FLAG""}"	[]	1.22	110.99	22.2	0	0	225	true	v2	locked_review_required	Connor Gautreau	4096580797		1419 Ave J, Port Arthur, TX 77640	April 2026 test — Wiring Repair	
EV-46AF5206	QT-002F729EBA21	2026-04-07T16:44:25.357Z	start		[]	[]							false	1	started						
EV-ECE1B215	QT-002F729EBA21	2026-04-07T16:44:25.596Z	priced	A002	"{""answers"":{""DIST_PANEL"":""DIST_PANEL_same_room"",""CEILING_HT"":""CEILING_HT_under_9_ft"",""ATTIC_ACCESS"":""full"",""WALL_TYPE"":""drywall"",""HOME_OCC"":""HOME_OCC_yes""},""qty"":1,""classification"":""UNCLASSIFIED""}"	[]	1.43	130.36	26.07	0	0	260	false	v2	priced						
EV-2176AA57	QT-D81D9CC8EE3F	2026-04-07T18:27:27.894Z	start		[]	[]							false	1	started						
EV-832F2D61	QT-D81D9CC8EE3F	2026-04-07T18:27:28.278Z	priced	A001	"{""answers"":{""PROPERTY_TYPE"":""single_family"",""HOME_AGE"":""1980_1999"",""CEILING_HEIGHT"":""9_12"",""WALL_TYPE"":""drywall"",""ATTIC_ACCESS"":""full"",""LIGHTING_EXISTING_LOCATION"":""replace"",""FIXTURE_SUPPLIED_BY"":""electrician"",""RECESSED_LIGHT_CEILING_TYPE"":""drywall"",""RECESSED_LIGHT_INSULATION"":""yes""},""qty"":1,""classification"":""READY_WITH_REVIEW_FLAG""}"	[]	2.22	201.95	40.39	0	0	405	false	v2	priced_review_required						
EV-8A54756D	QT-8401E7BFD193	2026-04-07T18:28:02.792Z	start		[]	[]							false	1	started						
EV-822F6D6D	QT-8401E7BFD193	2026-04-07T18:28:03.158Z	priced	A002	"{""answers"":{""DIST_PANEL"":""DIST_PANEL_adjacent_room"",""CEILING_HT"":""CEILING_HT_9–12_ft"",""ATTIC_ACCESS"":""full"",""WALL_TYPE"":""drywall"",""HOME_OCC"":""HOME_OCC_yes""},""qty"":1,""classification"":""UNCLASSIFIED""}"	[]	1.55	141.12	28.22	0	0	285	false	v2	priced						
EV-8E550BFE	QT-8401E7BFD193	2026-04-07T18:28:18.735Z	locked	A002	"{""answers"":{""DIST_PANEL"":""DIST_PANEL_adjacent_room"",""CEILING_HT"":""CEILING_HT_9–12_ft"",""ATTIC_ACCESS"":""full"",""WALL_TYPE"":""drywall"",""HOME_OCC"":""HOME_OCC_yes""},""qty"":1,""classification"":""UNCLASSIFIED""}"	[]	1.55	141.12	28.22	0	0	285	true	v2	locked						
EV-E5378103	QT-8401E7BFD193	2026-04-07T18:29:03.655Z	locked	A002	"{""answers"":{""DIST_PANEL"":""DIST_PANEL_adjacent_room"",""CEILING_HT"":""CEILING_HT_9–12_ft"",""ATTIC_ACCESS"":""full"",""WALL_TYPE"":""drywall"",""HOME_OCC"":""HOME_OCC_yes""},""qty"":1,""classification"":""UNCLASSIFIED""}"	[]	1.55	141.12	28.22	0	0	285	true	v2	locked	Tommy test	4096580797	arums.archway-5h@icloud.com	Nederland, Texas, 77627		
EV-687EE083	QT-8401E7BFD193	2026-04-07T18:29:04.611Z	booked	A002	"{""answers"":{""DIST_PANEL"":""DIST_PANEL_adjacent_room"",""CEILING_HT"":""CEILING_HT_9–12_ft"",""ATTIC_ACCESS"":""full"",""WALL_TYPE"":""drywall"",""HOME_OCC"":""HOME_OCC_yes""},""qty"":1,""classification"":""UNCLASSIFIED""}"	[]	1.55					285		v2	booked	Tommy test	4096580797	arums.archway-5h@icloud.com	Nederland, Texas, 77627	BK-28579B49	
EV-E977CC31	QT-27FA5D94088E	2026-04-08T02:44:00.417Z	start		[]	[]							false	1	started						
EV-69818378	QT-27FA5D94088E	2026-04-08T02:44:00.775Z	priced	A013	"{""answers"":{""DIST_PANEL"":""DIST_PANEL_across_house"",""CEILING_HT"":""CEILING_HT_15–20_ft"",""ATTIC_ACCESS"":""not_sure"",""WALL_TYPE"":""drywall"",""HOME_OCC"":""HOME_OCC_yes""},""qty"":1,""classification"":""UNCLASSIFIED""}"	[]	1.59	144.37	28.87	0	0	290	false	v2	priced						
EV-D7C6D34E	QT-27FA5D94088E	2026-04-08T02:44:14.925Z	locked	A013	"{""answers"":{""DIST_PANEL"":""DIST_PANEL_across_house"",""CEILING_HT"":""CEILING_HT_15–20_ft"",""ATTIC_ACCESS"":""not_sure"",""WALL_TYPE"":""drywall"",""HOME_OCC"":""HOME_OCC_yes""},""qty"":1,""classification"":""UNCLASSIFIED""}"	[]	1.59	144.37	28.87	0	0	290	true	v2	locked						
